Prase,Pitch,Duration
961,58,0.5
961,57,0.25
961,55,0.25
961,57,1.0
961,57,0.5
961,62,0.25
961,61,0.25
961,62,1.0
961,62,0.5
961,60,1.0
961,59,0.5
961,55,1.0
961,58,0.5
961,60,0.5
961,62,0.5
961,60,0.25
961,58,0.25
961,58,0.5
961,57,1.0
961,55,1.0
961,54,0.5
961,50,2.0
961,50,1.0
961,55,0.25
961,57,0.25
961,58,0.5
961,58,1.5
961,57,0.75
961,55,0.25
961,57,0.25
961,60,0.25
961,58,0.25
961,57,0.25
961,59,0.25
961,62,0.25
961,60,0.5
961,55,0.5
961,55,0.5
961,60,1.0
961,59,0.25
961,57,0.25
961,59,1.0
961,55,2.0
961,57,1.0
961,58,0.5
961,57,0.5
961,58,1.5
961,57,0.25
961,55,0.25
961,57,1.5
961,55,0.25
961,53,0.25
961,52,0.5
961,55,0.5
961,53,2.0
961,52,1.0
961,60,2.0
961,60,2.0
961,60,2.0
961,60,1.0
961,60,1.5
961,62,1.0
961,60,1.0
961,59,0.5
