Prase,Pitch,Duration
562,67,1.0
562,66,0.5
562,67,0.25
562,66,0.25
562,64,0.5
562,69,0.5
562,62,0.5
562,60,0.25
562,62,0.25
562,64,0.5
562,60,0.5
562,57,0.5
562,62,0.25
562,60,0.25
562,59,2.0
562,64,1.0
562,64,1.0
562,64,0.5
562,66,0.5
562,67,1.0
562,67,0.5
562,65,1.0
562,64,0.25
562,62,0.25
562,64,2.0
562,65,0.5
562,64,0.5
562,62,0.5
562,64,0.25
562,62,0.25
562,60,0.5
562,59,0.5
562,60,1.0
562,60,1.0
562,60,0.5
562,59,0.5
562,55,2.0
562,67,1.0
562,67,1.5
562,66,0.5
562,67,1.0
562,67,1.0
562,66,1.0
562,67,2.0
562,64,0.5
562,65,0.5
562,67,1.5
562,65,0.25
562,64,0.25
562,65,1.0
562,65,0.5
562,64,0.5
562,62,1.0
562,60,2.0
562,60,0.5
562,65,1.0
562,64,1.0
562,62,0.5
562,60,1.0
562,60,0.5
562,59,0.25
562,57,0.25
562,59,1.0
562,55,2.0
