Prase,Pitch,Duration
17,69,0.5
17,71,0.5
17,72,1.0
17,71,1.0
17,67,1.0
17,67,1.0
17,67,1.0
17,67,1.0
17,69,1.0
17,67,1.0
17,72,2.0
17,71,1.0
17,64,0.5
17,66,0.5
17,67,2.0
17,66,1.0
17,62,3.0
17,67,0.5
17,65,0.5
17,64,0.5
17,66,0.5
17,67,1.0
17,67,1.0
17,72,0.5
17,74,0.5
17,76,1.0
17,74,1.0
17,72,0.5
17,71,0.5
17,69,1.0
17,71,3.0
17,72,0.5
17,74,0.5
17,76,1.0
17,77,1.0
17,79,1.0
17,79,2.0
17,72,1.0
17,71,1.0
17,71,1.0
17,72,0.5
17,70,0.5
17,69,0.5
17,71,0.5
17,72,1.0
17,71,1.0
17,72,0.5
17,74,0.5
17,76,0.5
17,72,0.5
