Prase,Pitch,Duration
572,45,1.0
572,52,1.0
572,50,0.5
572,48,0.5
572,47,0.5
572,45,0.5
572,43,1.0
572,48,0.5
572,47,0.5
572,45,1.0
572,43,1.0
572,48,1.0
572,41,1.0
572,40,0.5
572,41,0.5
572,43,1.0
572,45,0.5
572,47,0.5
572,48,0.5
572,41,0.5
572,43,1.0
572,36,1.0
572,41,0.5
572,40,0.5
572,38,1.0
572,50,1.0
572,45,1.0
572,40,0.5
572,41,0.5
572,43,0.5
572,45,0.5
572,47,0.5
572,43,0.5
572,52,0.5
572,48,0.5
572,50,1.0
572,43,2.0
572,40,1.0
572,45,1.0
572,47,1.0
572,48,0.5
572,50,0.5
572,52,0.5
572,50,0.5
572,49,0.5
572,45,0.5
572,50,1.0
572,45,0.5
572,43,0.5
572,41,0.5
572,40,0.5
572,41,0.5
572,38,0.5
572,43,1.0
572,36,1.0
572,43,1.0
572,36,0.5
572,38,0.5
572,40,1.0
572,41,1.0
572,41,1.0
572,48,1.0
572,47,1.0
572,48,0.5
572,47,0.5
