Prase,Pitch,Duration
17,65,1.0
17,67,1.0
17,67,1.0
17,64,1.0
17,64,1.0
17,64,1.0
17,62,1.0
17,60,0.5
17,62,0.5
17,64,1.5
17,65,0.5
17,67,0.5
17,69,0.5
17,71,1.0
17,69,1.0
17,67,1.0
17,62,1.0
17,62,1.0
17,59,3.0
17,64,0.5
17,62,0.5
17,60,0.5
17,72,0.5
17,71,0.5
17,69,0.5
17,67,0.5
17,65,0.5
17,64,1.0
17,69,1.0
17,69,0.5
17,71,0.5
17,72,1.0
17,74,1.0
17,68,3.0
17,69,1.0
17,71,0.5
17,73,0.5
17,74,1.5
17,72,0.5
17,71,0.5
17,69,0.5
17,67,1.0
17,69,1.0
17,62,1.0
17,62,1.0
17,64,0.5
17,62,0.5
17,60,0.5
17,62,0.5
17,64,1.0
17,62,1.0
17,69,1.0
17,67,0.5
17,69,0.5
