Prase,Pitch,Duration
2,48,0.5
2,50,0.5
2,52,1.0
2,50,1.0
2,48,1.0
2,48,1.0
2,47,1.0
2,48,0.5
2,50,0.5
2,52,1.0
2,50,0.5
2,48,0.5
2,48,1.0
2,47,1.0
2,48,1.0
2,48,1.0
2,52,1.0
2,50,1.0
2,48,1.0
2,48,0.5
2,50,0.5
2,52,1.0
2,50,1.0
2,48,1.0
2,48,1.0
2,47,1.0
2,48,0.5
2,50,0.5
2,52,1.0
2,50,0.5
2,48,0.5
2,48,1.0
2,47,1.0
2,48,1.0
2,52,1.0
2,53,0.5
2,52,0.5
2,50,1.0
2,55,1.0
2,55,1.0
2,55,0.5
2,53,0.5
2,52,0.5
2,50,0.5
2,48,1.0
2,48,0.5
2,47,0.5
2,45,1.0
2,43,1.0
2,43,0.5
2,47,0.5
2,45,0.5
2,43,0.5
2,43,1.0
2,42,1.0
2,43,1.0
2,43,1.0
2,45,1.0
2,43,0.5
2,45,0.5
2,47,1.0
