Prase,Pitch,Duration
26,79,2.0
26,72,1.0
26,71,1.0
26,71,1.0
26,72,0.5
26,70,0.5
26,69,0.5
26,71,0.5
26,72,1.0
26,71,1.0
26,72,0.5
26,74,0.5
26,76,0.5
26,72,0.5
26,67,1.0
26,67,3.0
26,67,0.5
26,69,0.5
26,71,1.0
26,69,0.5
26,71,0.5
26,72,0.5
26,74,0.5
26,76,1.0
26,74,0.5
26,72,0.5
26,71,0.5
26,69,0.5
26,67,1.0
26,67,2.0
26,66,1.0
26,67,1.0
26,67,1.0
26,64,1.0
26,69,1.0
26,71,1.0
26,72,0.5
26,74,0.5
26,76,1.0
26,69,1.0
26,69,0.5
26,71,0.5
26,72,0.5
26,71,0.5
26,69,0.5
26,71,0.5
26,72,1.0
26,67,1.0
26,67,3.0
26,71,1.0
26,72,1.0
26,67,1.5
26,65,0.25
26,64,0.25
