Prase,Pitch,Duration
638,79,0.25
638,77,0.25
638,79,0.25
638,81,0.25
638,79,0.25
638,77,0.25
638,76,0.25
638,74,0.25
638,76,0.25
638,77,0.25
638,76,0.25
638,77,0.25
638,76,0.25
638,74,0.25
638,72,1.0
638,81,0.25
638,79,0.25
638,81,0.25
638,82,0.25
638,81,0.25
638,79,0.25
638,77,0.25
638,76,0.25
638,77,0.25
638,79,0.25
638,77,0.25
638,79,0.25
638,77,0.25
638,76,0.25
638,74,1.0
638,81,0.25
638,79,0.25
638,81,0.25
638,82,0.25
638,81,0.25
638,79,0.25
638,77,0.25
638,76,0.25
638,77,0.25
638,79,0.25
638,77,0.25
638,79,0.25
638,77,0.25
638,76,0.25
638,74,1.0
