Prase,Pitch,Duration
15,69,1.0
15,71,3.0
15,67,1.0
15,65,1.0
15,67,1.0
15,67,1.0
15,65,1.0
15,67,1.0
15,67,1.0
15,64,1.0
15,64,1.0
15,64,1.0
15,62,1.0
15,60,0.5
15,62,0.5
15,64,1.5
15,65,0.5
15,67,0.5
15,69,0.5
15,71,1.0
15,69,1.0
15,67,1.0
15,62,1.0
15,62,1.0
15,59,3.0
15,64,0.5
15,62,0.5
15,60,0.5
15,72,0.5
15,71,0.5
15,69,0.5
15,67,0.5
15,65,0.5
15,64,1.0
15,69,1.0
15,69,0.5
15,71,0.5
15,72,1.0
15,74,1.0
15,68,3.0
15,69,1.0
15,71,0.5
15,73,0.5
15,74,1.5
15,72,0.5
15,71,0.5
15,69,0.5
15,67,1.0
15,69,1.0
15,62,1.0
