Prase,Pitch,Duration
810,60,1.0
810,60,1.0
810,57,1.0
810,62,1.0
810,62,0.5
810,60,0.5
810,62,0.5
810,59,0.5
810,55,2.0
810,59,0.5
810,60,0.5
810,62,0.5
810,59,0.5
810,59,0.5
810,57,0.25
810,56,0.25
810,57,1.0
810,55,1.0
810,55,1.0
810,55,0.5
810,52,0.5
810,54,1.0
810,50,2.0
810,52,0.5
810,53,0.5
810,55,0.5
810,52,0.5
810,53,0.5
810,55,0.5
810,57,1.0
810,50,0.5
810,52,0.5
810,53,0.5
810,55,0.5
810,57,2.0
810,55,0.5
810,53,0.5
810,52,1.0
810,53,1.0
810,55,1.0
810,55,1.0
810,57,0.5
810,53,0.5
810,55,0.5
810,52,0.5
810,53,1.0
810,52,2.0
810,60,1.0
810,60,1.0
810,60,1.0
810,62,1.0
810,56,0.5
810,57,0.5
810,59,0.5
810,56,0.5
810,57,2.0
810,52,1.0
810,52,1.0
810,53,0.5
810,50,0.5
810,48,0.5
810,55,0.5
