Prase,Pitch,Duration
5,53,0.5
5,52,0.5
5,50,1.0
5,48,2.0
5,55,0.5
5,53,0.5
5,52,1.0
5,47,1.0
5,48,0.5
5,47,0.5
5,45,0.5
5,50,0.5
5,43,0.5
5,47,0.5
5,48,0.5
5,45,0.5
5,50,1.0
5,43,2.0
5,36,0.5
5,38,0.5
5,40,0.5
5,41,0.5
5,43,0.5
5,45,0.5
5,47,0.5
5,48,0.5
5,50,0.5
5,48,0.5
5,47,0.5
5,43,0.5
5,48,2.0
5,55,0.5
5,53,0.5
5,52,0.5
5,50,0.5
5,48,0.5
5,47,0.5
5,48,1.0
5,41,1.0
5,43,1.0
5,36,2.0
5,55,0.5
5,53,0.5
5,52,0.5
5,50,0.5
5,48,1.0
5,47,0.5
5,48,0.5
5,50,2.0
5,43,2.0
5,53,1.0
5,44,1.0
5,45,2.0
5,47,1.0
5,48,1.0
5,50,1.0
5,52,1.0
5,53,1.0
5,55,0.5
5,43,0.5
