Prase,Pitch,Duration
938,66,1.0
938,62,1.0
938,62,1.0
938,67,0.5
938,65,0.5
938,64,1.0
938,69,0.5
938,65,0.5
938,67,1.0
938,67,0.5
938,65,0.5
938,67,1.0
938,65,1.0
938,67,1.0
938,65,0.5
938,67,0.5
938,69,1.0
938,70,1.0
938,64,1.0
938,65,1.0
938,67,1.0
938,67,1.0
938,69,1.0
938,69,1.0
938,70,1.0
938,70,1.0
938,69,0.5
938,67,0.5
938,65,1.0
938,67,1.0
938,69,1.0
938,67,1.0
938,67,0.5
938,64,0.5
938,66,1.0
938,62,1.0
938,62,1.0
938,69,1.0
938,62,0.5
938,64,0.5
938,65,1.0
938,67,1.0
938,69,1.0
938,69,0.5
938,71,0.25
938,72,0.25
938,67,1.0
938,71,1.0
938,69,1.0
938,67,0.5
938,69,0.5
938,71,1.0
938,72,2.0
938,71,1.0
938,67,3.0
