Prase,Pitch,Duration
519,45,1.5
519,43,1.0
519,41,0.5
519,40,0.5
519,41,0.5
519,43,1.0
519,36,3.0
519,36,0.5
519,38,0.5
519,40,1.0
519,41,1.5
519,40,0.5
519,38,0.5
519,36,0.5
519,43,2.0
519,36,1.0
519,45,1.5
519,43,1.0
519,41,0.5
519,40,0.5
519,41,0.5
519,43,1.0
519,36,3.0
519,36,0.5
519,38,0.5
519,40,1.0
519,41,1.5
519,40,0.5
519,38,0.5
519,36,0.5
519,43,2.0
519,36,1.0
519,48,1.5
519,47,0.5
519,45,0.5
519,43,0.5
519,45,1.0
519,47,1.0
519,48,3.0
519,36,1.0
519,48,0.5
519,47,0.5
519,52,0.5
519,50,0.5
519,48,0.5
519,45,0.5
519,50,1.0
519,43,3.0
