Prase,Pitch,Duration
612,55,1.0
612,55,1.0
612,55,1.0
612,57,1.0
612,59,1.0
612,64,1.0
612,62,1.0
612,62,1.0
612,64,1.0
612,65,1.0
612,65,1.0
612,64,1.0
612,62,1.0
612,62,0.5
612,64,0.5
612,62,0.5
612,60,0.5
612,59,1.0
612,60,1.0
612,60,1.0
612,59,1.0
612,60,0.5
612,62,0.5
612,64,0.5
612,60,0.5
612,60,1.0
612,59,1.0
612,55,1.0
612,62,2.0
612,60,1.0
612,60,1.0
612,62,2.0
612,60,1.0
612,60,1.0
612,62,1.0
612,60,1.0
612,59,1.0
612,60,1.0
612,62,1.0
612,60,1.0
612,59,1.0
612,60,1.0
612,62,1.0
612,60,0.5
612,59,0.5
612,57,0.5
612,59,0.25
612,60,0.25
612,59,1.0
612,55,2.0
612,64,1.0
