Prase,Pitch,Duration
645,55,1.0
645,57,1.0
645,55,1.0
645,55,1.0
645,57,1.0
645,55,0.5
645,53,0.5
645,52,2.0
645,55,1.0
645,57,1.0
645,55,0.5
645,53,0.5
645,52,1.0
645,53,1.0
645,55,1.0
645,55,1.0
645,55,1.0
645,55,1.0
645,57,1.0
645,55,1.0
645,55,1.0
645,57,1.0
645,55,0.5
645,53,0.5
645,52,2.0
645,55,1.0
645,55,1.0
645,57,1.0
645,53,1.0
645,58,1.0
645,57,0.5
645,55,0.5
645,53,2.0
645,53,1.0
645,52,0.5
645,50,0.5
645,48,1.0
645,53,1.0
645,53,1.0
645,52,1.0
645,48,2.0
645,48,0.5
645,60,0.5
645,59,0.5
645,57,0.5
645,55,0.5
645,53,0.5
645,52,1.0
645,53,1.0
645,55,1.0
645,55,1.0
645,55,1.0
