Prase,Pitch,Duration
11,50,1.0
11,52,0.5
11,53,0.5
11,55,1.0
11,54,0.5
11,55,0.5
11,57,1.0
11,50,0.5
11,55,1.0
11,54,0.5
11,55,1.0
11,55,1.0
11,55,1.0
11,55,1.0
11,55,1.0
11,55,0.5
11,54,0.5
11,52,1.0
11,54,1.0
11,50,1.0
11,59,1.0
11,57,1.0
11,55,0.5
11,57,0.5
11,59,1.0
11,60,0.5
11,58,0.5
11,57,0.5
11,59,0.5
11,60,1.0
11,59,1.0
11,61,1.0
11,62,1.0
11,61,1.0
11,62,1.0
11,57,1.0
11,57,3.0
11,55,1.0
11,52,1.0
11,55,1.0
11,55,1.0
11,57,1.0
11,55,1.0
11,57,1.0
11,59,1.0
11,57,1.0
11,55,1.0
11,55,0.5
11,57,0.5
11,59,1.0
11,60,1.0
11,55,2.5
11,53,0.5
