Prase,Pitch,Duration
549,62,0.5
549,64,0.5
549,65,1.0
549,65,1.0
549,64,1.0
549,65,2.0
549,67,1.0
549,69,1.0
549,65,2.0
549,64,0.5
549,65,0.5
549,67,1.0
549,62,2.0
549,67,1.0
549,67,1.0
549,65,1.0
549,64,0.5
549,62,0.5
549,62,2.0
549,60,2.0
549,60,1.0
549,60,1.0
549,62,1.0
549,60,1.0
549,62,0.5
549,64,0.5
549,65,1.0
549,65,1.0
549,64,1.0
549,65,2.0
549,67,1.0
549,69,1.0
549,65,2.0
549,64,0.5
549,65,0.5
549,67,1.0
549,62,2.0
549,67,1.0
549,67,1.0
549,65,1.0
549,64,0.5
549,62,0.5
549,62,2.0
549,60,2.0
