Prase,Pitch,Duration
502,48,1.5
502,47,0.5
502,52,2.0
502,52,1.0
502,50,1.0
502,48,1.5
502,47,0.5
502,48,1.0
502,50,1.0
502,50,0.5
502,48,0.5
502,47,1.0
502,52,1.0
502,50,1.0
502,48,0.5
502,47,0.5
502,45,0.5
502,47,0.5
502,48,1.5
502,47,0.5
502,52,2.0
502,55,1.0
502,57,1.0
502,50,1.0
502,57,1.0
502,55,1.0
502,55,1.0
502,55,2.0
502,52,1.0
502,52,1.0
502,53,0.5
502,52,0.5
502,50,1.0
502,48,0.5
502,50,0.5
502,52,0.5
502,54,0.5
502,55,2.0
502,55,0.5
502,53,0.5
502,52,1.0
502,53,1.0
502,55,1.0
502,57,0.5
502,55,0.5
502,53,1.0
502,55,2.0
502,53,2.0
502,55,1.0
502,55,1.0
