Prase,Pitch,Duration
586,72,1.0
586,72,1.0
586,74,1.0
586,72,0.5
586,71,0.5
586,69,0.5
586,71,0.5
586,72,1.0
586,72,1.0
586,71,1.0
586,71,1.0
586,72,1.0
586,74,1.0
586,72,0.5
586,71,0.5
586,69,0.5
586,71,0.5
586,72,1.0
586,72,1.0
586,71,1.0
586,76,1.0
586,77,0.5
586,76,0.5
586,74,1.0
586,76,0.5
586,74,0.5
586,72,1.0
586,72,1.0
586,71,1.0
586,72,1.0
586,71,1.0
586,72,1.0
586,71,1.0
586,69,1.0
586,67,1.0
586,67,1.0
586,66,1.0
586,67,1.0
586,76,1.0
586,74,1.0
586,72,1.0
586,71,1.0
586,76,1.0
586,77,0.5
586,76,0.5
586,74,1.0
586,76,0.5
586,74,0.5
586,72,1.0
586,72,1.0
586,71,1.0
586,72,1.0
586,72,1.0
586,72,1.0
586,72,1.0
586,74,1.0
