Prase,Pitch,Duration
75,62,1.0
75,62,1.0
75,62,0.5
75,55,0.5
75,63,0.5
75,62,0.5
75,59,4.0
75,60,1.0
75,60,0.5
75,59,0.5
75,60,0.5
75,62,0.5
75,64,0.5
75,62,0.5
75,60,0.5
75,58,0.5
75,60,1.0
75,60,1.0
75,60,0.5
75,58,0.5
75,57,0.5
75,55,0.5
75,53,1.5
75,52,0.25
75,50,0.25
75,52,1.0
75,53,4.0
75,50,0.5
75,53,0.5
75,52,0.5
75,50,0.5
75,48,0.5
75,55,0.5
75,60,1.0
75,60,0.5
75,59,0.5
75,58,1.0
75,57,2.0
75,57,1.0
75,57,1.0
75,57,0.5
75,53,0.5
75,50,0.5
75,55,0.5
75,52,4.0
75,55,1.0
75,60,2.0
75,58,0.5
75,57,0.5
75,55,1.0
75,53,1.0
75,51,1.0
75,50,1.0
