Prase,Pitch,Duration
575,54,1.0
575,50,2.0
575,50,1.0
575,55,0.5
575,57,0.5
575,59,1.0
575,60,1.0
575,60,0.5
575,62,0.5
575,64,1.5
575,62,0.5
575,60,0.5
575,59,0.5
575,57,1.0
575,56,2.0
575,60,1.0
575,59,0.5
575,61,0.5
575,62,1.0
575,62,0.5
575,60,0.5
575,59,0.5
575,57,0.5
575,55,1.0
575,57,1.0
575,59,1.0
575,60,0.5
575,59,0.5
575,57,0.5
575,59,0.5
575,60,1.0
575,59,1.0
575,57,1.0
575,55,0.5
575,57,0.5
575,59,1.0
575,55,1.0
575,57,1.0
575,57,1.0
575,57,0.5
575,59,0.5
575,60,1.0
575,60,2.0
575,59,1.0
575,60,0.5
575,55,0.5
575,55,0.5
575,54,0.5
575,50,2.0
575,55,0.5
575,53,0.5
575,52,0.5
575,57,0.5
575,55,0.5
575,53,0.5
575,52,1.0
