Prase,Pitch,Duration
717,49,1.0
717,50,1.0
717,38,1.0
717,45,1.0
717,48,1.5
717,47,1.0
717,45,1.0
717,44,0.5
717,45,0.5
717,41,0.5
717,36,0.5
717,38,0.5
717,40,1.0
717,33,1.0
717,45,1.0
717,47,0.5
717,45,0.5
717,43,1.0
717,48,1.0
717,40,1.0
717,38,1.0
717,43,1.0
717,36,1.0
717,48,3.5
717,47,0.5
717,52,0.5
717,50,0.5
717,48,0.5
717,36,1.0
717,38,0.25
717,40,0.25
717,41,1.0
717,35,1.0
717,36,0.5
717,43,0.5
717,48,1.5
717,47,0.5
717,45,0.5
717,43,0.5
717,42,0.5
717,43,0.5
717,48,0.5
717,50,0.5
717,43,1.0
717,43,0.5
717,41,0.5
717,40,0.5
717,38,0.5
717,36,0.5
717,35,0.5
717,36,0.5
717,38,0.25
717,40,0.25
717,41,1.5
717,40,0.25
717,38,0.25
717,45,0.5
717,43,0.5
717,41,0.5
717,38,0.5
717,43,1.0
717,36,3.0
