Prase,Pitch,Duration
674,55,1.0
674,57,0.5
674,59,0.5
674,60,1.0
674,60,1.0
674,60,0.5
674,62,0.5
674,64,1.0
674,64,0.5
674,62,0.5
674,65,0.5
674,64,0.5
674,60,2.0
674,57,1.5
674,59,0.5
674,60,1.0
674,62,1.0
674,61,0.5
674,62,0.5
674,64,1.0
674,64,0.5
674,62,0.5
674,62,0.5
674,60,0.5
674,55,2.0
674,55,2.0
674,57,0.5
674,59,0.5
674,60,1.0
674,60,0.5
674,59,0.5
674,60,1.0
674,60,1.0
674,59,1.0
674,55,4.0
674,60,2.0
674,60,0.5
674,59,0.5
674,58,0.5
674,57,0.5
674,57,1.0
674,62,1.0
674,62,1.0
674,61,1.0
674,57,2.0
674,60,1.5
674,59,0.5
674,57,0.5
674,60,0.5
674,65,1.0
674,64,0.5
674,62,0.5
674,60,1.0
