Prase,Pitch,Duration
351,48,0.5
351,45,0.5
351,50,1.0
351,43,2.0
351,48,0.5
351,50,0.5
351,52,0.5
351,50,0.5
351,48,0.5
351,50,0.5
351,48,0.5
351,47,0.5
351,45,0.5
351,43,0.5
351,41,0.5
351,43,0.5
351,36,2.0
351,48,0.5
351,47,0.5
351,48,0.5
351,45,0.5
351,47,0.5
351,45,0.5
351,43,0.5
351,45,0.25
351,47,0.25
351,48,0.5
351,45,0.5
351,50,1.0
351,43,2.0
351,53,1.5
351,52,0.5
351,50,1.5
351,48,0.5
351,46,1.5
351,45,0.5
351,43,0.5
351,40,0.5
351,45,1.0
351,38,2.0
351,38,0.5
351,41,0.5
351,45,0.5
351,43,0.5
351,41,0.5
351,40,0.5
351,38,0.5
351,37,0.5
351,38,0.5
351,40,0.5
351,41,0.5
351,43,0.5
351,45,2.0
351,45,0.5
351,41,0.5
351,46,1.0
351,46,0.5
351,45,0.5
351,50,0.5
351,48,0.5
351,46,0.5
351,43,0.5
351,48,1.0
351,41,2.0
351,40,0.5
351,41,0.5
351,43,1.0
