Prase,Pitch,Duration
730,72,1.0
730,72,1.0
730,71,1.0
730,69,1.0
730,67,1.0
730,72,1.0
730,74,1.0
730,76,1.0
730,74,1.0
730,76,0.5
730,77,0.25
730,79,0.25
730,77,1.0
730,76,1.0
730,74,0.5
730,76,0.5
730,77,1.0
730,76,1.0
730,74,1.0
730,74,1.0
730,72,3.0
730,72,1.0
730,74,1.0
730,76,1.0
730,72,1.0
730,72,1.0
730,74,1.0
730,76,1.0
730,72,1.0
730,69,1.0
730,74,1.5
730,72,0.5
730,71,1.0
730,72,0.5
730,71,0.5
730,69,2.0
730,67,1.0
730,67,1.0
730,72,1.0
730,71,1.0
730,69,1.0
730,67,1.0
730,72,1.0
730,74,1.0
730,76,1.0
730,74,1.0
730,79,1.5
730,77,0.5
730,76,1.0
