Prase,Pitch,Duration
492,48,1.0
492,47,1.0
492,48,1.0
492,43,1.0
492,45,1.0
492,47,0.5
492,48,0.5
492,50,1.0
492,43,1.0
492,45,1.0
492,47,1.0
492,48,1.0
492,38,1.0
492,40,0.5
492,41,0.5
492,43,1.0
492,36,2.0
492,48,1.0
492,47,1.0
492,48,1.0
492,43,1.0
492,45,1.0
492,47,0.5
492,48,0.5
492,50,1.0
492,43,1.0
492,45,1.0
492,47,1.0
492,48,1.0
492,38,1.0
492,40,0.5
492,41,0.5
492,43,1.0
492,36,2.0
492,48,0.5
492,47,0.5
492,45,1.0
492,43,1.0
492,45,0.5
492,47,0.5
492,48,1.0
492,43,1.0
492,36,2.0
492,48,0.5
492,46,0.5
492,45,0.5
492,43,0.5
492,41,1.0
492,43,1.0
492,45,0.5
492,47,0.5
492,48,1.0
492,43,2.0
