Prase,Pitch,Duration
758,48,1.0
758,53,0.5
758,52,0.5
758,50,0.5
758,48,0.5
758,47,0.5
758,45,0.5
758,47,0.5
758,43,0.5
758,48,2.0
758,43,1.0
758,48,0.5
758,47,0.5
758,48,0.5
758,45,0.5
758,47,1.0
758,48,1.0
758,50,0.5
758,48,0.5
758,50,1.0
758,43,1.0
758,43,1.0
758,48,0.5
758,47,0.5
758,48,0.5
758,50,0.5
758,52,0.5
758,50,0.5
758,52,0.5
758,48,0.5
758,53,2.0
758,53,0.5
758,52,0.5
758,50,0.5
758,49,0.5
758,50,0.5
758,52,0.5
758,54,0.5
758,52,0.5
758,54,0.5
758,50,0.5
758,55,2.0
758,52,1.0
758,53,0.5
758,57,0.5
758,60,0.5
758,62,0.5
758,60,0.5
758,59,0.5
758,57,0.5
758,56,0.5
758,57,2.0
758,52,1.0
758,53,0.5
758,55,0.5
758,57,0.5
758,53,0.5
758,55,1.0
758,43,1.0
758,48,3.0
