Prase,Pitch,Duration
763,60,1.0
763,59,1.0
763,59,1.0
763,60,1.0
763,62,1.0
763,60,1.0
763,59,1.0
763,55,1.0
763,64,1.0
763,65,1.0
763,65,0.5
763,64,0.5
763,62,0.5
763,60,0.5
763,62,1.0
763,60,2.0
763,59,1.0
763,60,1.0
763,62,1.0
763,62,1.0
763,64,1.0
763,62,1.5
763,60,0.5
763,59,1.0
763,59,1.0
763,60,1.0
763,60,1.0
763,60,1.0
763,60,1.0
763,60,2.0
763,65,1.0
763,65,0.5
763,64,0.5
763,65,0.5
763,67,0.5
763,69,0.5
763,67,0.5
763,69,0.5
763,66,0.5
763,67,2.0
763,67,1.0
763,65,1.0
763,64,1.0
763,64,1.0
763,64,1.0
763,64,2.0
