Prase,Pitch,Duration
305,67,0.5
305,69,0.5
305,70,2.0
305,69,0.5
305,67,0.5
305,65,1.0
305,65,0.5
305,64,0.5
305,65,1.0
305,67,0.5
305,65,0.5
305,64,0.5
305,65,0.5
305,67,2.0
305,65,0.5
305,64,0.5
305,62,1.0
305,65,0.5
305,62,0.5
305,64,1.0
305,67,0.5
305,64,0.5
305,65,1.0
305,62,1.0
305,64,0.5
305,65,0.5
305,67,0.5
305,65,0.5
305,67,0.5
305,69,0.5
305,67,0.5
305,69,0.5
305,67,0.5
305,65,0.5
305,64,1.0
305,67,0.5
305,65,0.5
305,64,1.0
305,72,1.0
305,62,1.0
305,62,0.5
305,60,0.5
305,62,1.0
305,65,0.5
305,62,0.5
305,64,0.5
305,67,0.5
305,65,0.5
305,62,0.5
305,64,0.5
305,67,0.5
305,65,0.5
305,62,0.5
305,64,1.0
305,64,0.5
305,65,0.25
305,67,0.25
305,65,0.5
305,64,0.5
305,62,0.5
305,60,0.5
305,60,0.5
305,55,0.5
305,60,0.5
305,62,0.5
305,64,0.5
305,62,0.5
305,64,0.5
305,65,0.5
305,67,0.5
305,65,0.5
305,64,2.0
305,67,1.0
