Prase,Pitch,Duration
21,66,1.0
21,62,3.0
21,67,0.5
21,65,0.5
21,64,0.5
21,66,0.5
21,67,1.0
21,67,1.0
21,72,0.5
21,74,0.5
21,76,1.0
21,74,1.0
21,72,0.5
21,71,0.5
21,69,1.0
21,71,3.0
21,72,0.5
21,74,0.5
21,76,1.0
21,77,1.0
21,79,1.0
21,79,2.0
21,72,1.0
21,71,1.0
21,71,1.0
21,72,0.5
21,70,0.5
21,69,0.5
21,71,0.5
21,72,1.0
21,71,1.0
21,72,0.5
21,74,0.5
21,76,0.5
21,72,0.5
21,67,1.0
21,67,3.0
21,67,0.5
21,69,0.5
21,71,1.0
21,69,0.5
21,71,0.5
21,72,0.5
21,74,0.5
21,76,1.0
21,74,0.5
21,72,0.5
21,71,0.5
21,69,0.5
21,67,1.0
21,67,2.0
21,66,1.0
21,67,1.0
