Prase,Pitch,Duration
19,60,0.5
19,62,0.5
19,64,1.5
19,65,0.5
19,67,0.5
19,69,0.5
19,71,1.0
19,69,1.0
19,67,1.0
19,62,1.0
19,62,1.0
19,59,3.0
19,64,0.5
19,62,0.5
19,60,0.5
19,72,0.5
19,71,0.5
19,69,0.5
19,67,0.5
19,65,0.5
19,64,1.0
19,69,1.0
19,69,0.5
19,71,0.5
19,72,1.0
19,74,1.0
19,68,3.0
19,69,1.0
19,71,0.5
19,73,0.5
19,74,1.5
19,72,0.5
19,71,0.5
19,69,0.5
19,67,1.0
19,69,1.0
19,62,1.0
19,62,1.0
19,64,0.5
19,62,0.5
19,60,0.5
19,62,0.5
19,64,1.0
19,62,1.0
19,69,1.0
19,67,0.5
19,69,0.5
19,71,1.0
19,64,3.0
19,64,1.0
19,62,1.0
19,62,1.0
19,64,0.5
19,62,0.5
