Prase,Pitch,Duration
794,67,1.0
794,69,1.0
794,69,1.0
794,67,1.0
794,67,1.0
794,69,1.0
794,71,1.0
794,72,1.0
794,71,1.0
794,69,1.0
794,69,1.0
794,67,1.0
794,64,1.0
794,69,1.0
794,67,1.0
794,65,1.0
794,64,1.0
794,62,2.0
794,60,1.0
794,60,1.0
794,67,1.0
794,64,1.0
794,60,1.0
794,67,1.0
794,69,1.0
794,69,1.0
794,67,1.0
794,67,1.0
794,69,1.0
794,71,1.0
794,72,1.0
794,71,1.0
794,69,1.0
794,69,1.0
794,67,1.0
794,64,1.0
794,69,1.0
794,67,1.0
794,65,1.0
794,64,1.0
794,62,2.0
794,60,1.0
794,67,2.0
794,64,1.0
