Prase,Pitch,Duration
732,74,1.0
732,76,0.5
732,77,0.25
732,79,0.25
732,77,1.0
732,76,1.0
732,74,0.5
732,76,0.5
732,77,1.0
732,76,1.0
732,74,1.0
732,74,1.0
732,72,3.0
732,72,1.0
732,74,1.0
732,76,1.0
732,72,1.0
732,72,1.0
732,74,1.0
732,76,1.0
732,72,1.0
732,69,1.0
732,74,1.5
732,72,0.5
732,71,1.0
732,72,0.5
732,71,0.5
732,69,2.0
732,67,1.0
732,67,1.0
732,72,1.0
732,71,1.0
732,69,1.0
732,67,1.0
732,72,1.0
732,74,1.0
732,76,1.0
732,74,1.0
732,79,1.5
732,77,0.5
732,76,1.0
732,74,0.5
732,76,0.5
732,77,1.0
732,76,1.0
732,74,1.0
732,74,1.0
732,72,3.0
