Prase,Pitch,Duration
474,59,0.5
474,57,0.5
474,59,1.0
474,57,1.0
474,55,1.0
474,60,1.0
474,60,1.0
474,60,1.0
474,60,1.0
474,62,1.0
474,58,1.0
474,57,1.0
474,55,1.0
474,62,1.0
474,64,1.0
474,62,1.0
474,60,1.0
474,59,0.5
474,57,0.5
474,59,1.0
474,57,1.0
474,55,1.0
474,67,1.0
474,65,1.0
474,64,1.0
474,62,1.0
474,60,1.0
474,60,0.5
474,62,0.5
474,64,1.0
474,62,1.0
474,64,1.0
474,65,1.0
474,64,1.0
474,62,1.0
474,61,1.0
474,62,3.0
474,55,1.0
474,60,1.0
474,62,1.0
474,64,1.0
474,65,1.0
474,67,1.0
474,65,0.5
474,64,0.5
474,62,1.0
474,65,1.0
474,64,1.0
474,62,1.0
474,67,1.0
