Prase,Pitch,Duration
352,60,0.5
352,59,0.5
352,60,1.0
352,60,1.0
352,59,1.0
352,57,0.5
352,59,0.5
352,60,1.0
352,60,0.5
352,59,0.5
352,60,1.0
352,60,1.0
352,60,1.0
352,59,1.0
352,57,0.25
352,59,0.25
352,60,0.5
352,59,1.0
352,60,1.5
352,59,0.5
352,60,1.0
352,60,0.5
352,59,0.5
352,60,1.0
352,60,1.0
352,59,1.0
352,57,0.5
352,59,0.5
352,60,1.0
352,60,0.5
352,59,0.5
352,60,1.0
352,60,1.0
352,60,1.0
352,59,1.0
352,57,0.25
352,59,0.25
352,60,0.5
352,59,1.0
352,60,1.5
352,59,0.5
352,60,1.0
352,60,1.0
352,55,1.0
352,55,1.0
352,60,0.5
352,62,0.5
352,64,1.0
352,57,0.5
352,53,0.5
352,58,0.5
352,57,0.25
352,55,0.25
352,53,1.0
352,59,1.0
352,60,1.0
352,58,1.0
352,57,1.0
352,57,0.5
352,59,0.5
352,60,1.5
352,59,0.25
352,57,0.25
352,56,1.0
