Prase,Pitch,Duration
11,41,1.0
11,40,1.0
11,39,1.0
11,38,0.5
11,40,0.5
11,42,1.0
11,43,1.0
11,38,1.0
11,43,1.0
11,47,1.0
11,48,1.0
11,47,1.0
11,40,0.5
11,42,0.5
11,43,1.0
11,36,1.0
11,38,1.0
11,43,1.0
11,40,1.0
11,45,0.5
11,47,0.5
11,48,1.0
11,43,0.5
11,41,0.5
11,40,1.0
11,41,1.0
11,36,1.0
11,43,1.0
11,40,1.0
11,38,1.0
11,40,1.0
11,41,0.5
11,43,0.5
11,45,1.0
11,38,3.0
11,40,1.0
11,45,1.0
11,43,1.0
11,48,1.0
11,45,1.0
11,40,1.0
11,41,1.0
11,43,1.0
11,45,0.5
11,47,0.5
11,48,1.0
11,47,0.5
11,45,0.5
11,43,0.5
11,41,0.5
11,40,0.5
11,38,0.5
11,36,0.5
11,38,0.5
11,40,0.5
11,41,0.5
11,43,1.0
