Prase,Pitch,Duration
568,38,1.0
568,43,2.0
568,43,0.5
568,41,0.5
568,40,0.5
568,41,0.5
568,40,0.5
568,38,0.5
568,36,1.0
568,48,0.5
568,46,0.5
568,45,1.0
568,38,1.0
568,40,1.0
568,41,1.0
568,40,2.0
568,45,1.0
568,52,1.0
568,50,0.5
568,48,0.5
568,47,0.5
568,45,0.5
568,43,1.0
568,48,0.5
568,47,0.5
568,45,1.0
568,43,1.0
568,48,1.0
568,41,1.0
568,40,0.5
568,41,0.5
568,43,1.0
568,45,0.5
568,47,0.5
568,48,0.5
568,41,0.5
568,43,1.0
568,36,1.0
568,41,0.5
568,40,0.5
568,38,1.0
568,50,1.0
568,45,1.0
568,40,0.5
568,41,0.5
568,43,0.5
568,45,0.5
568,47,0.5
568,43,0.5
568,52,0.5
568,48,0.5
568,50,1.0
568,43,2.0
568,40,1.0
568,45,1.0
568,47,1.0
568,48,0.5
568,50,0.5
