Prase,Pitch,Duration
333,62,0.5
333,60,0.5
333,62,2.0
333,62,0.5
333,60,0.5
333,62,0.5
333,60,0.5
333,62,0.5
333,64,0.5
333,62,0.5
333,64,0.5
333,62,0.5
333,64,0.5
333,60,1.0
333,60,0.5
333,59,0.5
333,60,1.0
333,62,1.0
333,62,4.0
333,62,2.0
333,62,1.0
333,60,1.0
333,67,0.5
333,66,0.5
333,69,1.0
333,67,0.5
333,66,0.5
333,67,1.0
333,62,2.0
333,55,1.0
333,62,1.0
333,62,0.5
333,60,0.5
333,62,1.0
333,64,0.5
333,62,0.5
333,60,0.5
333,62,0.5
333,64,2.0
333,62,0.5
333,60,0.5
333,55,1.0
333,48,0.5
333,52,0.5
333,55,1.0
333,48,0.5
333,52,0.5
333,55,1.5
333,55,0.5
333,60,0.5
333,55,0.5
333,60,0.5
333,62,0.5
