Prase,Pitch,Duration
24,69,1.0
24,71,3.0
24,72,0.5
24,74,0.5
24,76,1.0
24,77,1.0
24,79,1.0
24,79,2.0
24,72,1.0
24,71,1.0
24,71,1.0
24,72,0.5
24,70,0.5
24,69,0.5
24,71,0.5
24,72,1.0
24,71,1.0
24,72,0.5
24,74,0.5
24,76,0.5
24,72,0.5
24,67,1.0
24,67,3.0
24,67,0.5
24,69,0.5
24,71,1.0
24,69,0.5
24,71,0.5
24,72,0.5
24,74,0.5
24,76,1.0
24,74,0.5
24,72,0.5
24,71,0.5
24,69,0.5
24,67,1.0
24,67,2.0
24,66,1.0
24,67,1.0
24,67,1.0
24,64,1.0
24,69,1.0
24,71,1.0
24,72,0.5
24,74,0.5
24,76,1.0
24,69,1.0
24,69,0.5
24,71,0.5
24,72,0.5
24,71,0.5
24,69,0.5
24,71,0.5
24,72,1.0
