Prase,Pitch,Duration
106,74,1.0
106,72,1.0
106,71,1.0
106,69,1.0
106,67,2.0
106,67,1.0
106,72,1.0
106,67,1.0
106,69,1.0
106,64,1.0
106,65,0.5
106,64,0.5
106,62,1.0
106,60,1.0
106,60,1.0
106,64,1.0
106,67,1.5
106,67,0.5
106,67,1.0
106,67,1.0
106,69,2.0
106,67,1.0
106,67,1.0
106,67,1.0
106,72,1.0
106,67,1.0
106,72,0.5
106,74,0.5
106,76,1.0
106,74,1.0
106,72,1.0
106,71,1.0
106,69,1.0
106,67,1.0
106,67,1.0
106,67,1.0
106,72,1.0
106,67,1.0
106,69,1.0
106,64,1.0
106,65,0.5
106,64,0.5
106,62,1.0
106,60,1.0
106,67,1.0
106,67,1.0
