Prase,Pitch,Duration
10,59,0.5
10,57,0.5
10,59,1.0
10,57,1.0
10,55,1.0
10,55,1.0
10,60,1.0
10,60,1.0
10,60,1.0
10,62,1.0
10,59,1.0
10,57,1.0
10,55,1.0
10,62,1.0
10,64,1.0
10,62,1.0
10,60,1.0
10,59,0.5
10,57,0.5
10,59,1.0
10,57,1.0
10,55,1.0
10,67,1.0
10,65,1.0
10,64,1.0
10,62,1.0
10,60,1.0
10,60,0.5
10,62,0.5
10,64,1.0
10,62,1.0
10,64,1.0
10,65,1.0
10,64,1.0
10,62,1.0
10,61,1.0
10,62,3.0
10,55,1.0
10,60,1.0
10,62,1.0
10,64,1.0
10,65,1.0
10,67,1.0
10,65,0.5
10,64,0.5
10,62,1.0
10,65,1.0
10,64,1.0
10,62,1.0
10,67,1.0
