Prase,Pitch,Duration
28,64,1.0
28,62,1.0
28,69,1.0
28,67,0.5
28,69,0.5
28,71,1.0
28,64,3.0
28,64,1.0
28,62,1.0
28,62,1.0
28,64,0.5
28,62,0.5
28,60,0.5
28,72,0.5
28,71,0.5
28,69,0.5
28,71,1.0
28,72,1.0
28,74,0.5
28,62,0.5
28,64,1.0
28,62,1.0
28,62,1.0
28,62,1.0
28,60,0.5
28,62,0.5
28,64,0.5
28,65,0.5
28,62,1.0
28,67,1.5
28,65,0.5
28,64,1.0
28,65,1.0
28,67,1.0
28,65,0.5
28,67,0.5
28,69,1.0
28,62,1.0
28,64,3.0
28,67,1.0
28,67,0.5
28,65,0.5
28,64,0.5
28,62,0.5
28,60,1.0
28,60,1.0
28,60,3.0
28,62,1.0
28,60,0.5
28,62,0.5
28,64,0.5
28,60,0.5
28,67,1.0
