Prase,Pitch,Duration
212,64,0.5
212,66,0.5
212,67,0.5
212,69,1.0
212,67,1.0
212,66,0.25
212,64,0.25
212,66,1.0
212,62,3.0
212,67,1.0
212,67,0.5
212,66,0.25
212,64,0.25
212,66,0.5
212,69,1.0
212,67,0.25
212,66,0.25
212,64,0.5
212,62,0.5
212,62,0.5
212,67,1.0
212,66,0.25
212,64,0.25
212,66,1.0
212,64,0.5
212,67,0.5
212,67,0.5
212,65,1.0
212,64,0.25
212,62,0.25
212,60,1.0
212,62,0.25
212,64,0.25
212,65,0.5
212,64,0.25
212,66,0.25
212,67,1.0
212,66,0.5
212,62,1.0
212,67,1.0
212,67,0.5
212,66,0.25
212,64,0.25
212,66,0.5
212,69,1.0
212,67,0.25
212,66,0.25
212,64,0.5
212,62,0.5
212,62,0.5
212,67,1.0
212,66,0.25
212,64,0.25
212,66,1.0
212,64,0.5
212,67,0.5
212,67,0.5
212,65,1.0
212,64,0.25
212,62,0.25
212,60,1.0
212,62,0.25
212,64,0.25
212,65,0.5
212,64,0.25
212,66,0.25
212,67,1.0
212,66,0.5
212,62,1.0
212,60,1.0
212,62,1.0
212,64,0.5
212,62,0.25
212,60,0.25
212,65,0.25
212,64,0.25
212,62,0.5
212,62,0.5
212,64,0.25
212,62,0.25
212,60,3.0
