Prase,Pitch,Duration
832,55,0.5
832,53,0.5
832,52,3.0
832,55,1.0
832,57,0.5
832,56,0.5
832,57,1.0
832,57,0.5
832,59,0.5
832,60,1.0
832,60,0.5
832,59,0.5
832,60,1.0
832,59,1.0
832,57,1.0
832,56,1.0
832,52,1.0
832,57,1.0
832,55,1.0
832,55,3.0
832,55,0.5
832,54,0.5
832,55,0.5
832,57,0.5
832,59,0.5
832,57,0.5
832,59,1.0
832,59,0.5
832,56,0.5
832,52,0.5
832,53,0.5
832,55,1.0
832,53,1.0
832,57,1.0
832,55,0.5
832,53,0.5
832,52,0.5
832,53,0.5
832,55,0.5
832,57,0.5
832,55,0.5
832,53,0.5
832,52,3.0
832,50,1.0
832,55,1.0
832,55,1.0
832,56,0.5
832,57,0.5
832,59,0.5
832,56,0.5
832,57,0.5
832,53,0.5
832,55,1.0
832,53,1.0
832,57,1.0
832,55,1.0
832,53,0.5
832,52,0.5
832,50,1.0
