Prase,Pitch,Duration
14,67,1.0
14,67,2.0
14,67,1.0
14,69,1.0
14,71,3.0
14,67,1.0
14,65,1.0
14,67,1.0
14,67,1.0
14,65,1.0
14,67,1.0
14,67,1.0
14,64,1.0
14,64,1.0
14,64,1.0
14,62,1.0
14,60,0.5
14,62,0.5
14,64,1.5
14,65,0.5
14,67,0.5
14,69,0.5
14,71,1.0
14,69,1.0
14,67,1.0
14,62,1.0
14,62,1.0
14,59,3.0
14,64,0.5
14,62,0.5
14,60,0.5
14,72,0.5
14,71,0.5
14,69,0.5
14,67,0.5
14,65,0.5
14,64,1.0
14,69,1.0
14,69,0.5
14,71,0.5
14,72,1.0
14,74,1.0
14,68,3.0
14,69,1.0
14,71,0.5
14,73,0.5
14,74,1.5
14,72,0.5
