Prase,Pitch,Duration
743,60,1.0
743,62,1.0
743,62,1.0
743,60,1.0
743,57,1.0
743,55,1.0
743,57,0.5
743,59,0.5
743,60,1.0
743,62,1.0
743,60,3.0
743,64,0.5
743,65,0.5
743,67,1.0
743,69,1.0
743,67,1.0
743,64,1.0
743,60,1.0
743,57,0.5
743,59,0.5
743,60,1.0
743,62,1.0
743,60,2.0
743,64,1.0
743,64,1.0
743,64,1.0
743,62,1.0
743,64,1.0
743,64,1.0
743,60,2.0
743,60,1.0
743,62,1.0
743,62,1.0
743,64,1.0
743,64,1.0
743,60,2.0
743,62,1.0
743,62,1.0
743,64,0.5
743,62,0.5
743,60,0.5
743,59,0.5
743,57,1.0
743,62,1.0
743,62,1.0
743,60,0.5
743,59,0.5
743,57,1.0
