Prase,Pitch,Duration
372,60,1.0
372,60,1.0
372,60,1.0
372,62,1.0
372,62,1.0
372,60,2.0
372,65,1.0
372,67,1.0
372,65,1.0
372,64,1.0
372,62,1.0
372,62,1.0
372,60,2.0
372,62,0.5
372,64,0.5
372,65,1.0
372,60,0.5
372,58,0.5
372,57,1.0
372,58,1.0
372,57,1.0
372,55,2.0
372,53,1.0
372,60,1.0
372,60,1.0
372,60,1.0
372,62,1.0
372,62,1.0
372,60,2.0
372,65,1.0
372,67,1.0
372,65,1.0
372,64,1.0
372,62,1.0
372,62,1.0
372,60,2.0
372,62,0.5
372,64,0.5
372,65,1.0
372,60,0.5
372,58,0.5
372,57,1.0
372,58,1.0
372,57,1.0
372,55,2.0
372,53,1.0
