Prase,Pitch,Duration
19,69,1.0
19,67,1.0
19,72,2.0
19,71,1.0
19,64,0.5
19,66,0.5
19,67,2.0
19,66,1.0
19,62,3.0
19,67,0.5
19,65,0.5
19,64,0.5
19,66,0.5
19,67,1.0
19,67,1.0
19,72,0.5
19,74,0.5
19,76,1.0
19,74,1.0
19,72,0.5
19,71,0.5
19,69,1.0
19,71,3.0
19,72,0.5
19,74,0.5
19,76,1.0
19,77,1.0
19,79,1.0
19,79,2.0
19,72,1.0
19,71,1.0
19,71,1.0
19,72,0.5
19,70,0.5
19,69,0.5
19,71,0.5
19,72,1.0
19,71,1.0
19,72,0.5
19,74,0.5
19,76,0.5
19,72,0.5
19,67,1.0
19,67,3.0
19,67,0.5
19,69,0.5
19,71,1.0
19,69,0.5
19,71,0.5
19,72,0.5
19,74,0.5
