Prase,Pitch,Duration
761,60,1.0
761,60,1.0
761,60,0.5
761,62,0.5
761,64,1.0
761,60,1.0
761,60,2.0
761,60,1.0
761,59,1.0
761,59,1.0
761,60,1.0
761,62,1.0
761,60,1.0
761,59,1.0
761,55,1.0
761,64,1.0
761,65,1.0
761,65,0.5
761,64,0.5
761,62,0.5
761,60,0.5
761,62,1.0
761,60,2.0
761,59,1.0
761,60,1.0
761,62,1.0
761,62,1.0
761,64,1.0
761,62,1.5
761,60,0.5
761,59,1.0
761,59,1.0
761,60,1.0
761,60,1.0
761,60,1.0
761,60,1.0
761,60,2.0
761,65,1.0
761,65,0.5
761,64,0.5
761,65,0.5
761,67,0.5
761,69,0.5
761,67,0.5
761,69,0.5
761,66,0.5
761,67,2.0
