Prase,Pitch,Duration
837,62,1.0
837,62,1.0
837,62,1.0
837,62,0.5
837,64,0.25
837,65,0.25
837,64,0.5
837,62,0.5
837,60,2.0
837,60,1.0
837,60,1.0
837,59,0.5
837,55,0.5
837,60,0.5
837,65,0.5
837,64,0.5
837,62,0.5
837,62,1.0
837,60,3.0
837,59,1.0
837,59,1.0
837,59,1.0
837,59,1.0
837,59,1.0
837,60,2.0
837,60,1.0
837,60,1.0
837,59,1.0
837,59,1.0
837,59,1.0
837,59,1.0
837,60,2.0
837,60,1.0
837,64,1.0
837,64,0.5
837,62,0.5
837,60,1.0
837,62,1.0
837,64,1.0
837,65,2.0
837,64,1.0
837,64,1.0
837,62,0.5
837,61,0.5
837,62,0.5
837,67,0.5
837,65,0.5
837,64,0.5
837,64,1.0
837,62,2.0
837,61,1.0
