Prase,Pitch,Duration
405,72,1.0
405,67,1.0
405,67,1.0
405,64,1.0
405,65,1.0
405,62,1.0
405,65,1.0
405,64,1.0
405,62,1.0
405,64,1.0
405,66,1.0
405,67,1.0
405,67,1.0
405,67,1.0
405,67,1.0
405,69,1.0
405,65,1.0
405,67,1.0
405,65,1.0
405,64,1.0
405,60,1.0
405,62,1.0
405,65,1.0
405,64,1.0
405,62,0.5
405,64,0.5
405,65,1.0
405,62,1.0
405,60,1.0
405,67,1.0
405,67,1.0
405,67,1.0
405,69,1.0
405,65,1.0
405,67,1.0
405,65,1.0
405,64,1.0
405,65,1.0
405,65,1.0
405,65,1.0
405,64,1.0
405,62,1.0
405,65,1.0
405,62,1.0
405,60,1.0
405,67,1.0
405,67,1.0
405,67,1.0
405,69,1.0
