Prase,Pitch,Duration
216,64,1.0
216,62,1.5
216,60,0.25
216,59,0.25
216,57,0.5
216,55,0.5
216,53,1.0
216,55,0.5
216,64,0.5
216,62,0.75
216,60,0.25
216,59,1.0
216,64,1.0
216,64,0.5
216,62,0.25
216,60,0.25
216,62,2.0
216,60,0.5
216,62,0.25
216,60,0.25
216,59,0.5
216,64,0.25
216,62,0.25
216,61,1.0
216,62,1.0
216,64,1.0
216,62,1.5
216,60,0.25
216,59,0.25
216,57,0.5
216,55,0.5
216,53,1.0
216,55,0.5
216,64,0.5
216,62,0.75
216,60,0.25
216,59,1.0
216,55,1.0
216,55,0.5
216,57,0.25
216,59,0.25
216,60,0.5
216,57,1.0
216,56,0.25
216,54,0.25
216,56,1.0
216,52,3.0
216,55,1.0
216,55,0.5
216,57,0.25
216,59,0.25
216,60,0.5
216,57,1.0
216,56,0.25
216,54,0.25
216,56,1.0
216,52,3.0
216,64,0.5
216,63,0.5
216,64,1.0
216,64,1.0
216,62,1.0
216,64,0.5
216,57,1.0
216,62,0.25
216,60,0.25
216,59,0.5
216,60,0.25
216,59,0.25
216,57,0.5
216,59,0.25
216,60,0.25
