Prase,Pitch,Duration
1028,48,1.0
1028,43,1.0
1028,45,1.0
1028,47,1.0
1028,48,1.0
1028,40,0.5
1028,41,0.5
1028,43,2.0
1028,36,2.0
1028,47,1.0
1028,48,1.0
1028,45,0.5
1028,47,0.5
1028,48,1.0
1028,41,1.0
1028,40,0.5
1028,41,0.5
1028,43,2.0
1028,36,2.0
1028,48,1.0
1028,47,1.0
1028,45,0.5
1028,47,0.5
1028,48,0.5
1028,50,0.5
1028,52,1.5
1028,50,0.5
1028,48,1.0
1028,50,1.0
1028,43,2.0
1028,48,1.0
1028,41,1.0
1028,40,0.5
1028,38,0.5
1028,40,0.5
1028,42,0.5
1028,43,0.5
1028,45,0.5
1028,47,0.5
1028,48,0.5
1028,50,1.0
1028,38,1.0
1028,43,2.0
1028,55,1.0
1028,53,0.5
1028,52,0.5
1028,50,1.0
1028,48,0.5
1028,47,0.5
1028,48,1.0
1028,41,1.0
1028,43,1.0
1028,43,1.0
