Prase,Pitch,Duration
180,55,0.5
180,53,0.5
180,52,0.5
180,50,0.5
180,48,2.0
180,43,0.5
180,45,0.5
180,47,0.5
180,43,0.5
180,45,0.5
180,47,0.5
180,48,0.5
180,45,0.5
180,47,0.5
180,48,0.5
180,50,0.5
180,47,0.5
180,48,0.5
180,45,0.5
180,50,0.5
180,38,0.5
180,43,2.0
180,48,0.5
180,50,0.5
180,52,0.5
180,48,0.5
180,53,0.5
180,52,0.5
180,50,0.5
180,48,0.5
180,47,0.5
180,43,0.5
180,45,0.5
180,47,0.5
180,48,2.0
180,52,0.5
180,50,0.5
180,49,0.5
180,45,0.5
180,50,0.5
180,48,0.5
180,47,0.5
180,43,0.5
180,48,0.5
180,52,0.5
180,53,0.5
180,50,0.5
180,55,0.5
180,53,0.5
180,55,0.5
180,43,0.5
180,48,2.0
180,45,0.5
180,47,0.5
180,48,0.5
180,50,0.5
180,52,0.5
180,54,0.5
180,55,0.5
180,52,0.5
180,49,0.5
180,45,0.5
180,50,1.0
180,43,2.0
180,52,0.5
180,50,0.5
180,48,0.5
180,47,0.5
180,45,0.5
180,47,0.5
180,48,0.5
180,45,0.5
180,41,0.5
180,38,0.5
180,43,1.0
180,36,2.0
