Prase,Pitch,Duration
3,60,1.0
3,67,1.0
3,72,1.5
3,71,0.5
3,72,0.5
3,74,0.5
3,67,1.0
3,65,1.0
3,64,1.0
3,72,1.0
3,67,1.5
3,65,0.5
3,64,1.0
3,69,1.0
3,67,1.0
3,71,1.0
3,72,1.0
3,60,1.0
3,67,1.0
3,72,1.5
3,71,0.5
3,72,0.5
3,74,0.5
3,67,1.0
3,65,1.0
3,64,1.0
3,72,0.5
3,70,0.5
3,69,1.0
3,69,1.0
3,71,0.5
3,72,0.5
3,71,0.5
3,69,0.5
3,67,1.0
3,67,1.0
3,69,0.5
3,71,0.5
3,72,0.5
3,64,0.5
3,66,1.0
3,67,0.5
3,69,0.5
3,71,0.5
3,67,0.5
3,64,0.5
3,69,0.5
3,62,0.5
3,64,0.5
3,62,0.5
3,60,0.5
3,59,1.0
3,60,1.0
3,65,1.0
3,72,1.0
3,71,0.5
3,69,0.5
3,67,1.5
3,69,0.25
3,71,0.25
3,71,0.75
3,72,0.25
3,72,1.0
