Prase,Pitch,Duration
431,48,0.5
431,47,0.5
431,45,1.0
431,40,1.0
431,41,1.0
431,42,1.0
431,43,1.0
431,38,1.0
431,31,1.0
431,35,1.0
431,36,1.0
431,38,1.0
431,40,1.0
431,42,1.0
431,43,1.0
431,38,1.0
431,31,1.0
431,40,1.0
431,41,1.0
431,36,1.0
431,41,1.0
431,42,1.0
431,43,1.0
431,38,1.0
431,31,1.0
431,35,1.0
431,36,1.0
431,38,1.0
431,40,1.0
431,42,1.0
431,43,1.0
431,38,1.0
431,31,1.0
431,40,1.0
431,45,1.0
431,48,1.0
431,41,1.0
431,40,1.0
431,41,1.0
431,36,1.0
431,43,1.0
431,40,1.0
431,38,1.0
431,43,0.5
431,45,0.5
431,46,1.0
431,45,1.0
431,38,3.0
