Prase,Pitch,Duration
33,72,1.0
33,60,0.25
33,60,0.25
33,64,0.25
33,64,0.25
33,67,0.25
33,67,0.25
33,72,0.5
33,60,0.25
33,60,0.25
33,60,0.25
33,60,0.25
33,60,0.25
33,60,0.25
33,72,1.0
33,72,1.0
33,60,0.25
33,60,0.25
33,64,0.25
33,64,0.25
33,67,0.25
33,67,0.25
33,72,0.5
33,60,0.25
33,60,0.25
33,60,0.25
33,60,0.25
33,60,0.25
33,60,0.25
33,72,1.0
33,72,1.0
33,60,0.25
33,60,0.25
33,64,0.25
33,64,0.25
33,67,0.25
33,67,0.25
33,72,0.5
33,60,0.25
33,60,0.25
33,60,0.25
33,60,0.25
33,60,0.25
33,60,0.25
33,72,1.0
