Prase,Pitch,Duration
11,47,1.0
11,48,0.5
11,46,0.5
11,45,0.5
11,43,0.5
11,45,1.0
11,45,1.0
11,47,0.75
11,48,0.25
11,50,0.5
11,48,0.5
11,47,1.0
11,50,1.0
11,48,1.0
11,50,1.0
11,52,1.0
11,50,0.5
11,54,0.5
11,55,1.0
11,50,1.0
11,47,1.0
11,52,1.0
11,48,0.5
11,50,0.5
11,52,0.5
11,53,0.5
11,55,1.0
11,55,1.0
11,53,1.0
11,52,0.5
11,53,0.5
11,55,1.0
11,55,1.0
11,57,1.0
11,55,1.0
11,57,0.5
11,55,0.25
11,53,0.25
11,52,1.0
11,53,3.0
11,47,1.0
11,45,1.0
11,47,1.0
11,48,1.0
11,48,0.5
11,50,0.5
11,52,1.0
11,50,0.5
11,48,0.5
11,55,1.0
11,48,0.5
11,50,0.5
11,52,0.5
11,53,0.5
11,55,1.0
11,50,1.0
11,48,1.0
11,48,1.0
11,48,2.0
