Prase,Pitch,Duration
854,65,0.5
854,64,0.5
854,62,0.5
854,60,0.5
854,62,1.0
854,60,1.0
854,55,1.0
854,55,0.5
854,52,0.25
854,48,0.25
854,55,1.0
854,55,1.0
854,60,1.0
854,60,0.5
854,64,0.5
854,62,0.5
854,60,0.5
854,55,0.5
854,52,0.5
854,55,1.0
854,55,3.0
854,62,1.0
854,60,1.0
854,60,1.0
854,55,1.0
854,55,1.0
854,62,2.0
854,62,1.0
854,55,1.0
854,48,1.0
854,55,1.0
854,52,0.5
854,55,0.5
854,60,1.0
854,60,3.0
854,64,1.0
854,62,1.0
854,62,1.0
854,62,1.0
854,62,1.0
854,62,3.0
854,60,1.0
854,60,1.0
854,55,1.0
854,62,1.0
854,62,1.0
854,60,3.0
