Prase,Pitch,Duration
366,46,1.0
366,45,2.0
366,45,0.5
366,43,0.5
366,41,0.5
366,40,0.5
366,41,1.0
366,36,1.0
366,43,1.0
366,31,1.0
366,36,2.0
366,43,1.0
366,38,1.0
366,40,1.0
366,41,0.5
366,40,0.5
366,38,1.0
366,36,1.0
366,34,1.0
366,36,1.0
366,29,1.0
366,36,0.5
366,38,0.5
366,40,1.0
366,45,0.5
366,43,0.5
366,41,1.0
366,46,1.0
366,45,2.0
366,45,0.5
366,43,0.5
366,41,0.5
366,40,0.5
366,41,1.0
366,36,1.0
366,43,1.0
366,31,1.0
366,36,2.0
366,43,1.0
366,38,1.0
366,40,1.0
366,41,0.5
366,40,0.5
366,38,1.0
366,36,1.0
366,34,1.0
366,36,1.0
366,29,1.0
366,41,1.0
366,40,0.5
366,38,0.5
366,36,1.0
366,41,0.5
366,43,0.5
