Prase,Pitch,Duration
9,55,1.0
9,55,1.0
9,55,0.5
9,54,0.5
9,52,0.5
9,50,0.25
9,48,0.25
9,50,0.5
9,52,0.5
9,50,1.0
9,48,0.25
9,47,0.25
9,48,0.5
9,47,1.0
9,47,1.0
9,48,0.5
9,46,0.5
9,45,0.5
9,43,0.5
9,45,1.0
9,45,1.0
9,47,0.75
9,48,0.25
9,50,0.5
9,48,0.5
9,47,1.0
9,50,1.0
9,48,1.0
9,50,1.0
9,52,1.0
9,50,0.5
9,54,0.5
9,55,1.0
9,50,1.0
9,47,1.0
9,52,1.0
9,48,0.5
9,50,0.5
9,52,0.5
9,53,0.5
9,55,1.0
9,55,1.0
9,53,1.0
9,52,0.5
9,53,0.5
9,55,1.0
9,55,1.0
9,57,1.0
9,55,1.0
9,57,0.5
9,55,0.25
9,53,0.25
9,52,1.0
9,53,3.0
9,47,1.0
9,45,1.0
9,47,1.0
9,48,1.0
9,48,0.5
9,50,0.5
9,52,1.0
9,50,0.5
9,48,0.5
9,55,1.0
