Prase,Pitch,Duration
537,49,1.0
537,50,1.0
537,45,1.0
537,47,1.0
537,48,1.0
537,50,1.0
537,52,1.0
537,53,1.0
537,55,1.0
537,43,1.0
537,48,2.0
537,48,1.0
537,47,1.0
537,48,1.0
537,43,1.0
537,45,0.5
537,43,0.5
537,41,1.0
537,40,1.0
537,45,1.0
537,52,1.0
537,48,1.0
537,47,1.0
537,52,1.0
537,50,1.0
537,38,1.0
537,43,1.0
537,55,0.5
537,53,0.5
537,52,0.5
537,50,0.5
537,48,1.0
537,43,1.0
537,48,1.0
537,49,1.0
537,50,1.0
537,45,1.0
537,47,1.0
537,48,1.0
537,50,1.0
537,52,1.0
537,53,1.0
537,55,1.0
537,43,1.0
537,48,2.0
537,52,1.0
537,47,1.0
537,48,1.0
537,55,0.5
537,53,0.5
