Prase,Pitch,Duration
856,45,1.0
856,43,0.5
856,41,0.5
856,40,0.5
856,38,0.5
856,36,0.5
856,35,0.5
856,36,1.0
856,31,1.0
856,36,2.0
856,48,1.0
856,43,1.0
856,36,1.0
856,38,1.0
856,40,0.5
856,42,0.5
856,43,1.0
856,38,1.0
856,31,1.0
856,45,1.0
856,43,0.5
856,41,0.5
856,40,0.5
856,38,0.5
856,36,0.5
856,35,0.5
856,36,1.0
856,31,1.0
856,36,2.0
856,48,0.5
856,47,0.5
856,45,1.0
856,43,1.0
856,38,1.0
856,40,0.5
856,41,0.5
856,43,1.0
856,36,2.0
856,36,0.5
856,38,0.5
856,40,0.5
856,36,0.5
856,41,0.5
856,40,0.5
856,41,0.5
856,43,0.5
856,45,0.5
856,47,0.5
856,48,1.0
856,43,2.0
856,48,1.0
856,36,1.0
856,38,1.0
856,40,1.0
856,41,1.0
856,41,1.0
856,36,2.0
