Prase,Pitch,Duration
937,69,1.0
937,74,0.5
937,72,0.5
937,71,1.0
937,72,0.5
937,71,0.5
937,69,1.0
937,67,1.0
937,67,1.0
937,72,1.0
937,72,1.0
937,74,1.0
937,74,1.0
937,76,0.5
937,74,0.5
937,76,1.0
937,72,1.0
937,72,1.0
937,77,1.0
937,77,1.0
937,76,0.5
937,74,0.5
937,76,1.0
937,74,1.0
937,74,1.0
937,76,1.0
937,76,1.0
937,77,1.0
937,77,1.0
937,79,0.5
937,77,0.25
937,76,0.25
937,77,0.5
937,79,0.5
937,72,1.0
937,76,1.0
937,74,0.5
937,72,0.5
937,71,1.0
937,72,0.5
937,71,0.5
937,69,1.0
937,67,1.0
937,67,1.0
937,72,1.0
937,71,1.0
937,69,1.0
937,67,1.0
937,74,1.0
937,76,1.0
937,74,1.0
937,76,1.0
937,77,1.0
937,76,1.0
937,74,1.0
937,72,0.5
937,74,0.5
937,76,1.0
